PSA_ID,Domain,English,Kiswahili,Dholuo,Source,Date,Metadata
PSA002878,Agriculture,"Farmers in Kitui County producing bananas can now benefit from bulk buyer linkage programs coordinated by Ministry of Agriculture, Livestock and Fisheries.","Wakulima katika Kaunti ya Kitui wanaolima ndizi sasa wanaweza kunufaika na programu za uunganisho wa wanunuzi wa jumla zinazoratibiwa na Wizara ya Kilimo, Mifugo na Uvuvi.",,County Directorate of Agriculture,4/22/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002879,Agriculture,Farmers in Murang'a County producing cotton can now benefit from fair trade certification coordinated by Directorate of Veterinary Services.,Wakulima katika Kaunti ya Murang'a wanaozalisha pamba sasa wanaweza kunufaika na cheti cha biashara ya haki kinachoratibiwa na Kurugenzi ya Huduma za Mifugo.,,Kenya Meteorological Department,7/4/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - fair trade certification
PSA002880,Agriculture,Agricultural Sector Transformation Programme reminds avocado exporters in Kericho County of new requirements related to cross-border trade documentation.,Programu ya Mabadiliko ya Sekta ya Kilimo inawakumbusha wauzaji nje wa parachichi katika Kaunti ya Kericho kuhusu mahitaji mapya yanayohusiana na nyaraka za biashara za mpakani.,,KALRO,3/27/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cross-border trade documentation
PSA002881,Agriculture,Kenya National Farmers' Federation is encouraging cassava farmers in Laikipia County to join cooperatives to access group certification for export.,Shirikisho la Kitaifa la Wakulima la Kenya linawahimiza wakulima wa mihogo katika Kaunti ya Laikipia kujiunga na vyama vya ushirika ili kupata ithibati ya kikundi kwa ajili ya kuuza nje.,,National Drought Management Authority,7/25/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - group certification for export
PSA002882,Agriculture,Small-scale tea farmers in Garissa County are advised to register for group certification for export to improve market access.,Wakulima wadogo wa chai katika Kaunti ya Garissa wanashauriwa kujiandikisha kwa ajili ya uidhinishaji wa kikundi kwa ajili ya kuuza nje ili kuboresha upatikanaji wa soko.,,Kenya National Farmers' Federation,3/12/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - group certification for export
PSA002883,Agriculture,Farmers in Kitui County producing bananas can now benefit from cross-border trade documentation coordinated by FAO Kenya.,Wakulima katika Kaunti ya Kitui wanaolima ndizi sasa wanaweza kunufaika na nyaraka za biashara za mpakani zinazoratibiwa na FAO Kenya.,,Kenya National Farmers' Federation,2/13/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cross-border trade documentation
PSA002884,Agriculture,County Directorate of Agriculture is encouraging cotton farmers in Tharaka Nithi County to join cooperatives to access bulk buyer linkage programs.,Kurugenzi ya Kilimo ya Kaunti inawahimiza wakulima wa pamba katika Kaunti ya Tharaka Nithi kujiunga na vyama vya ushirika ili kufikia programu za uunganishaji wa wanunuzi kwa wingi.,,County Directorate of Agriculture,4/8/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002885,Agriculture,Small-scale cotton farmers in Kitui County are advised to register for commodity price alerts via SMS to improve market access.,Wakulima wadogo wa pamba katika Kaunti ya Kitui wanashauriwa kujiandikisha kwa arifa za bei za bidhaa kupitia SMS ili kuboresha upatikanaji wa soko.,,FAO Kenya,7/23/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - commodity price alerts via SMS
PSA002886,Agriculture,Small-scale bananas farmers in Kiambu County are advised to register for bulk buyer linkage programs to improve market access.,Wakulima wadogo wa ndizi katika Kaunti ya Kiambu wanashauriwa kujiandikisha kwa programu za kuunganisha wanunuzi wa jumla ili kuboresha upatikanaji wa soko.,,KALRO,4/26/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002887,Agriculture,Farmers in Embu County producing passion fruit can now benefit from digital marketplace registration coordinated by State Department for Cooperatives.,Wakulima katika Kaunti ya Embu wanaozalisha matunda ya passion sasa wanaweza kunufaika na usajili wa soko la kidijitali unaoratibiwa na Idara ya Ushirika ya Jimbo.,,Kenya National Farmers' Federation,1/24/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - digital marketplace registration
PSA002888,Agriculture,KEPHIS is encouraging French beans farmers in Isiolo County to join cooperatives to access commodity price alerts via SMS.,KEPHIS inawahimiza wakulima wa maharagwe ya Kifaransa katika Kaunti ya Isiolo kujiunga na vyama vya ushirika ili kupata arifa za bei za bidhaa kupitia SMS.,,KALRO,4/15/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - commodity price alerts via SMS
PSA002889,Agriculture,"Farmers in Siaya County producing cotton can now benefit from cross-border trade documentation coordinated by Ministry of Agriculture, Livestock and Fisheries.","Wakulima katika Kaunti ya Siaya wanaozalisha pamba sasa wanaweza kunufaika na nyaraka za biashara za mpakani zinazoratibiwa na Wizara ya Kilimo, Mifugo na Uvuvi.",,"Ministry of Agriculture, Livestock and Fisheries",6/2/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cross-border trade documentation
PSA002890,Agriculture,National Drought Management Authority is holding a workshop in Mandera County on bulk buyer linkage programs for smallholder cotton farmers.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inaandaa warsha katika Kaunti ya Mandera kuhusu programu za kuunganisha wanunuzi wa jumla kwa wakulima wadogo wa pamba.,,Directorate of Veterinary Services,6/10/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002891,Agriculture,Kenya Meteorological Department is holding a workshop in Kisii County on youth agribusiness start-up grants for smallholder cotton farmers.,Idara ya Hali ya Hewa ya Kenya inaandaa warsha katika Kaunti ya Kisii kuhusu ruzuku za vijana za kuanzisha biashara ya kilimo kwa wakulima wadogo wa pamba.,,Agricultural Sector Transformation Programme,3/1/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002892,Agriculture,Agricultural Sector Transformation Programme is encouraging tomatoes farmers in Busia County to join cooperatives to access bulk buyer linkage programs.,Programu ya Mabadiliko ya Sekta ya Kilimo inawahimiza wakulima wa nyanya katika Kaunti ya Busia kujiunga na vyama vya ushirika ili kufikia programu za uunganishaji wa wanunuzi kwa wingi.,,KEPHIS,4/17/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002893,Agriculture,Agricultural Sector Transformation Programme reminds sorghum exporters in Machakos County of new requirements related to cross-border trade documentation.,Programu ya Mabadiliko ya Sekta ya Kilimo inawakumbusha wauzaji nje wa mtama katika Kaunti ya Machakos kuhusu mahitaji mapya yanayohusiana na nyaraka za biashara za mpakani.,,Agricultural Sector Transformation Programme,2/18/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cross-border trade documentation
PSA002894,Agriculture,National Cereals and Produce Board is encouraging passion fruit farmers in Samburu County to join cooperatives to access cross-border trade documentation.,Bodi ya Kitaifa ya Nafaka na Mazao inawahimiza wakulima wa matunda ya passion katika Kaunti ya Samburu kujiunga na vyama vya ushirika ili kupata hati za biashara za mpakani.,,Agricultural Sector Transformation Programme,6/14/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - cross-border trade documentation
PSA002895,Agriculture,Directorate of Veterinary Services is encouraging cassava farmers in Nyandarua County to join cooperatives to access bulk buyer linkage programs.,Kurugenzi ya Huduma za Mifugo inawahimiza wakulima wa mihogo katika Kaunti ya Nyandarua kujiunga na vyama vya ushirika ili kufikia programu za kuunganisha wanunuzi wa jumla.,,Kenya Meteorological Department,5/21/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - bulk buyer linkage programs
PSA002896,Agriculture,FAO Kenya reminds millet exporters in Nyandarua County of new requirements related to youth agribusiness start-up grants.,FAO Kenya inawakumbusha wauzaji nje wa mtama katika Kaunti ya Nyandarua kuhusu mahitaji mapya yanayohusiana na ruzuku za vijana za biashara ya kilimo.,,FAO Kenya,3/17/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002897,Agriculture,KALRO is encouraging avocado farmers in Trans Nzoia County to join cooperatives to access group certification for export.,KALRO inawahimiza wakulima wa parachichi katika Kaunti ya Trans Nzoia kujiunga na vyama vya ushirika ili kupata uthibitisho wa kikundi kwa ajili ya kuuza nje.,,"Ministry of Agriculture, Livestock and Fisheries",7/9/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - group certification for export
PSA002898,Agriculture,Youth-led agribusiness groups in Marsabit County can apply for support under group certification for export initiatives.,Vikundi vya biashara ya kilimo vinavyoongozwa na vijana katika Kaunti ya Marsabit vinaweza kuomba usaidizi chini ya uidhinishaji wa vikundi kwa ajili ya mipango ya kuuza nje.,,County Government Extension Services,3/24/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - group certification for export
PSA002899,Agriculture,Farmers in Kirinyaga County producing tomatoes can now benefit from youth agribusiness start-up grants coordinated by Agricultural Sector Transformation Programme.,Wakulima katika Kaunti ya Kirinyaga wanaolima nyanya sasa wanaweza kunufaika na ruzuku za vijana za kuanzisha biashara ya kilimo zinazoratibiwa na Programu ya Mabadiliko ya Sekta ya Kilimo.,,"Ministry of Agriculture, Livestock and Fisheries",3/15/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002900,Agriculture,Farmers in Kisii County producing sorghum can now benefit from youth agribusiness start-up grants coordinated by County Directorate of Agriculture.,Wakulima katika Kaunti ya Kisii wanaozalisha mtama sasa wanaweza kunufaika na ruzuku za vijana za kuanzisha biashara ya kilimo zinazoratibiwa na Kurugenzi ya Kilimo ya Kaunti.,,County Directorate of Agriculture,1/24/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - youth agribusiness start-up grants
PSA002901,Agriculture,KEPHIS is encouraging tea farmers in Homa Bay County to join cooperatives to access fair trade certification.,KEPHIS inawahimiza wakulima wa chai katika Kaunti ya Homa Bay kujiunga na vyama vya ushirika ili kupata cheti cha biashara ya haki.,,County Government Extension Services,7/25/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - fair trade certification
PSA002902,Agriculture,Directorate of Veterinary Services is holding a workshop in Busia County on digital marketplace registration for smallholder coffee farmers.,Kurugenzi ya Huduma za Mifugo inaandaa warsha katika Kaunti ya Busia kuhusu usajili wa soko la kidijitali kwa wakulima wadogo wa kahawa.,,FAO Kenya,7/14/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - digital marketplace registration
PSA002903,Agriculture,Small-scale wheat farmers in Makueni County are advised to register for value addition training to improve market access.,Wakulima wadogo wa ngano katika Kaunti ya Makueni wanashauriwa kujiandikisha kwa ajili ya mafunzo ya kuongeza thamani ili kuboresha upatikanaji wa soko.,,Kenya Meteorological Department,7/18/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
PSA002904,Agriculture,FAO Kenya is holding a workshop in Bungoma County on value addition training for smallholder wheat farmers.,FAO Kenya inaendesha warsha katika Kaunti ya Bungoma kuhusu mafunzo ya kuongeza thamani kwa wakulima wadogo wa ngano.,,County Government Extension Services,7/14/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
PSA002905,Agriculture,Kenya Meteorological Department reminds sugarcane exporters in Kakamega County of new requirements related to value addition training.,Idara ya Hali ya Hewa ya Kenya inawakumbusha wauzaji nje wa miwa katika Kaunti ya Kakamega kuhusu mahitaji mapya yanayohusiana na mafunzo ya kuongeza thamani.,,County Government Extension Services,7/27/2026,Agribusiness and Market Access | Synthetic - Agribusiness and Market Access - value addition training
