PSA_ID,Domain,English,Kiswahili,Dholuo
PSA004499,Agriculture,Extension officers in Isiolo County are available to advise farmers on greenhouse and tunnel farming affecting tomatoes and dairy cattle.,Maafisa wa ugani katika Kaunti ya Isiolo wanapatikana kuwashauri wakulima kuhusu kilimo cha chafu na handaki kinachoathiri nyanya na ng'ombe wa maziwa.,
PSA004500,Agriculture,Sessions on artificial insemination techniques through a farmer field school are scheduled in Vihiga County for farmers keeping bees.,Vikao kuhusu mbinu za upandikizaji wa nyuki bandia kupitia shule ya shamba ya wakulima vimepangwa katika Kaunti ya Vihiga kwa ajili ya wakulima wanaofuga nyuki.,
PSA004501,Agriculture,A new a farmer field school in Machakos County is teaching smallholder farmers about kitchen gardening for household nutrition for avocado production.,Shule mpya ya shamba ya wakulima katika Kaunti ya Machakos inawafundisha wakulima wadogo kuhusu bustani ya jikoni kwa ajili ya lishe ya kaya kwa ajili ya uzalishaji wa parachichi.,
PSA004502,Agriculture,Farmers in Migori County can now access free advice on disease surveillance and early reporting through a county extension baraza organized by County Government Extension Services.,Wakulima katika Kaunti ya Migori sasa wanaweza kupata ushauri wa bure kuhusu ufuatiliaji wa magonjwa na kuripoti mapema kupitia baraza la ugani la kaunti lililoandaliwa na Huduma za Ugani za Serikali ya Kaunti.,
PSA004503,Agriculture,Extension officers in Laikipia County are available to advise farmers on agroforestry and soil conservation affecting French beans and goats.,Maafisa wa ugani katika Kaunti ya Laikipia wanapatikana kuwashauri wakulima kuhusu kilimo cha misitu na uhifadhi wa udongo unaoathiri maharagwe na mbuzi wa Kifaransa.,
PSA004504,Agriculture,Agricultural Sector Transformation Programme extension officers will visit Nandi County this month to guide beef cattle keepers on value addition and processing techniques.,Maafisa wa ugani wa Programu ya Mabadiliko ya Sekta ya Kilimo watatembelea Kaunti ya Nandi mwezi huu kuwaongoza wafugaji wa ng'ombe wa nyama ya ng'ombe kuhusu mbinu za kuongeza thamani na usindikaji.,
PSA004505,Agriculture,"Farmers are encouraged to register for a WhatsApp farmer group in Nakuru County, which will cover soil testing and nutrient management for both avocado and sheep enterprises.","Wakulima wanahimizwa kujiandikisha katika kikundi cha wakulima cha WhatsApp katika Kaunti ya Nakuru, ambacho kitashughulikia upimaji wa udongo na usimamizi wa virutubisho kwa biashara za parachichi na kondoo.",
PSA004506,Agriculture,FAO Kenya Extension Programme is holding a farmer field school in Wajir County to train farmers on biogas and renewable energy on farms.,Mpango wa Ugani wa FAO Kenya unaandaa shule ya shamba ya wakulima katika Kaunti ya Wajir ili kuwafunza wakulima kuhusu biogesi na nishati mbadala mashambani.,
PSA004507,Agriculture,Farmers in Nyandarua County can now access free advice on disease surveillance and early reporting through a demonstration plot organized by Egerton University Extension Outreach.,Wakulima katika Kaunti ya Nyandarua sasa wanaweza kupata ushauri wa bure kuhusu ufuatiliaji wa magonjwa na kuripoti mapema kupitia shamba la maonyesho lililoandaliwa na Ugani wa Chuo Kikuu cha Egerton.,
PSA004508,Agriculture,Extension officers in Narok County are available to advise farmers on biogas and renewable energy on farms affecting wheat and bees.,Maafisa wa ugani katika Kaunti ya Narok wanapatikana kuwashauri wakulima kuhusu biogesi na nishati mbadala katika mashamba yanayoathiri ngano na nyuki.,
PSA004509,Agriculture,Egerton University Extension Outreach reminds poultry keepers in Turkana County to attend a county extension baraza covering value addition and processing techniques.,Uhamasishaji wa Ugani wa Chuo Kikuu cha Egerton unawakumbusha wafugaji wa kuku katika Kaunti ya Turkana kuhudhuria baraza la ugani la kaunti linaloshughulikia mbinu za kuongeza thamani na usindikaji.,
PSA004510,Agriculture,Farmers in Kirinyaga County can now access free advice on safe use of agrochemicals through a WhatsApp farmer group organized by FAO Kenya Extension Programme.,Wakulima katika Kaunti ya Kirinyaga sasa wanaweza kupata ushauri wa bure kuhusu matumizi salama ya kemikali za kilimo kupitia kikundi cha wakulima cha WhatsApp kilichoandaliwa na Programu ya Ugani ya FAO Kenya.,
PSA004511,Agriculture,A new a radio farmer program in Machakos County is teaching smallholder farmers about group marketing and cooperative formation for groundnuts production.,Kipindi kipya cha mkulima wa redio katika Kaunti ya Machakos kinawafundisha wakulima wadogo kuhusu uuzaji wa vikundi na uundaji wa ushirika kwa ajili ya uzalishaji wa karanga.,
PSA004512,Agriculture,Farmers in Nandi County can now access free advice on disease surveillance and early reporting through a farmer field school organized by FAO Kenya Extension Programme.,Wakulima katika Kaunti ya Nandi sasa wanaweza kupata ushauri wa bure kuhusu ufuatiliaji wa magonjwa na kuripoti mapema kupitia shule ya shamba ya wakulima iliyoandaliwa na Programu ya Ugani ya FAO Kenya.,
PSA004513,Agriculture,A new a village-level farmer clinic in Samburu County is teaching smallholder farmers about livestock feed formulation for rice production.,Kliniki mpya ya wakulima katika ngazi ya kijiji katika Kaunti ya Samburu inawafundisha wakulima wadogo kuhusu uundaji wa chakula cha mifugo kwa ajili ya uzalishaji wa mpunga.,
PSA004514,Agriculture,Sessions on agroforestry and soil conservation through a radio farmer program are scheduled in Kisii County for farmers keeping beef cattle.,Vikao kuhusu kilimo cha misitu na uhifadhi wa udongo kupitia kipindi cha redio cha wakulima vimepangwa katika Kaunti ya Kisii kwa ajili ya wakulima wanaofuga ng'ombe wa nyama.,
PSA004515,Agriculture,Sessions on post-harvest handling and storage through a mobile SMS advisory service are scheduled in Kisii County for farmers keeping pigs.,Vikao kuhusu utunzaji na uhifadhi baada ya mavuno kupitia huduma ya ushauri wa SMS vimepangwa katika Kaunti ya Kisii kwa ajili ya wakulima wanaofuga nguruwe.,
PSA004516,Agriculture,Farmers in Kwale County can now access free advice on safe use of agrochemicals through an on-farm coaching visit organized by National Youth in Agriculture Programme.,Wakulima katika Kaunti ya Kwale sasa wanaweza kupata ushauri wa bure kuhusu matumizi salama ya kemikali za kilimo kupitia ziara ya mafunzo shambani iliyoandaliwa na Programu ya Kitaifa ya Vijana katika Kilimo.,
PSA004517,Agriculture,Farmers growing sorghum in Wajir County are invited to attend a mobile SMS advisory service focused on agroforestry and soil conservation.,Wakulima wanaolima mtama katika Kaunti ya Wajir wanaalikwa kuhudhuria huduma ya ushauri wa SMS kwa njia ya simu inayolenga kilimo mseto na uhifadhi wa udongo.,
PSA004518,Agriculture,"To improve tea yields, KALRO Extension Unit is rolling out a radio farmer program on integrated pest management across Isiolo County.","Ili kuboresha mavuno ya chai, Kitengo cha Ugani cha KALRO kinaanzisha programu ya redio ya mkulima kuhusu usimamizi jumuishi wa wadudu katika Kaunti ya Isiolo.",
PSA004519,Agriculture,"To improve French beans yields, Ministry of Agriculture, Livestock and Fisheries is rolling out a radio farmer program on group marketing and cooperative formation across West Pokot County.","Ili kuboresha mavuno ya maharagwe ya Kifaransa, Wizara ya Kilimo, Mifugo na Uvuvi inazindua programu ya redio ya wakulima kuhusu uuzaji wa vikundi na uundaji wa ushirika katika Kaunti ya Pokot Magharibi.",
PSA004520,Agriculture,National Youth in Agriculture Programme extension officers will visit Kisumu County this month to guide dairy cattle keepers on correct fertilizer application rates.,Maafisa wa ugani wa Programu ya Kitaifa ya Vijana katika Kilimo watatembelea Kaunti ya Kisumu mwezi huu kuwaongoza wafugaji wa ng'ombe wa maziwa kuhusu viwango sahihi vya matumizi ya mbolea.,
PSA004521,Agriculture,Agricultural Sector Transformation Programme extension officers will visit West Pokot County this month to guide rabbits keepers on post-harvest handling and storage.,Maafisa wa ugani wa Programu ya Mabadiliko ya Sekta ya Kilimo watatembelea Kaunti ya West Pokot mwezi huu kuwaongoza wafugaji wa sungura kuhusu utunzaji na uhifadhi baada ya mavuno.,
PSA004522,Agriculture,"To improve passion fruit yields, Kenya National Farmers' Federation is rolling out a farmer field school on correct fertilizer application rates across Kilifi County.","Ili kuboresha mavuno ya matunda ya passion, Shirikisho la Kitaifa la Wakulima la Kenya linaanzisha shule ya wakulima shambani kuhusu viwango sahihi vya matumizi ya mbolea katika Kaunti ya Kilifi.",
PSA004523,Agriculture,County Government Extension Services reminds bees keepers in Kakamega County to attend a farmer field school covering soil testing and nutrient management.,Huduma za Ugani za Serikali ya Kaunti zinawakumbusha wafugaji nyuki katika Kaunti ya Kakamega kuhudhuria shule ya shamba ya wakulima inayoshughulikia upimaji wa udongo na usimamizi wa virutubisho.,
PSA004524,Agriculture,A new a radio farmer program in Uasin Gishu County is teaching smallholder farmers about value addition and processing techniques for sugarcane production.,Kipindi kipya cha mkulima wa redio katika Kaunti ya Uasin Gishu kinawafundisha wakulima wadogo kuhusu mbinu za kuongeza thamani na usindikaji kwa ajili ya uzalishaji wa miwa.,
PSA004525,Agriculture,"Farmers are encouraged to register for a WhatsApp farmer group in Narok County, which will cover integrated pest management for both cassava and beef cattle enterprises.","Wakulima wanahimizwa kujiandikisha katika kikundi cha wakulima cha WhatsApp katika Kaunti ya Narok, ambacho kitashughulikia usimamizi jumuishi wa wadudu kwa biashara za mihogo na ng'ombe wa nyama.",
PSA004526,Agriculture,Sessions on farm mechanization options through a radio farmer program are scheduled in Laikipia County for farmers keeping pigs.,Vikao kuhusu chaguzi za ufugaji wa mashine za kilimo kupitia kipindi cha redio cha mkulima vimepangwa katika Kaunti ya Laikipia kwa ajili ya wakulima wanaofuga nguruwe.,
PSA004527,Agriculture,A new a mobile SMS advisory service in Embu County is teaching smallholder farmers about record-keeping for farm profitability for kale (sukuma wiki) production.,Huduma mpya ya ushauri wa SMS kwa simu katika Kaunti ya Embu inawafundisha wakulima wadogo kuhusu utunzaji wa kumbukumbu kwa faida ya kilimo kwa uzalishaji wa kale (sukuma wiki).,
PSA004528,Agriculture,County Government Extension Services is holding a demonstration plot in Baringo County to train farmers on climate-smart agronomic practices.,Huduma za Ugani za Serikali ya Kaunti zinaandaa shamba la maonyesho katika Kaunti ya Baringo ili kuwafunza wakulima mbinu za kilimo zinazozingatia mabadiliko ya hali ya hewa.,
PSA004529,Agriculture,"Farmers in Samburu County can now access free advice on biogas and renewable energy on farms through a farmer field school organized by Ministry of Agriculture, Livestock and Fisheries.","Wakulima katika Kaunti ya Samburu sasa wanaweza kupata ushauri wa bure kuhusu biogesi na nishati mbadala kwenye mashamba kupitia shule ya shamba ya wakulima iliyoandaliwa na Wizara ya Kilimo, Mifugo na Uvuvi.",
PSA004530,Agriculture,Agricultural Sector Transformation Programme is holding an agricultural show booth in Machakos County to train farmers on farm mechanization options.,Programu ya Mabadiliko ya Sekta ya Kilimo inaandaa kibanda cha maonyesho ya kilimo katika Kaunti ya Machakos ili kuwafunza wakulima kuhusu chaguzi za matumizi ya mashine za kilimo.,
PSA004531,Agriculture,Farmers in Wajir County can now access free advice on soil testing and nutrient management through a farmer field school organized by National Youth in Agriculture Programme.,Wakulima katika Kaunti ya Wajir sasa wanaweza kupata ushauri wa bure kuhusu upimaji wa udongo na usimamizi wa virutubisho kupitia shule ya shamba ya wakulima iliyoandaliwa na Programu ya Kitaifa ya Vijana katika Kilimo.,
PSA004532,Agriculture,Farmers growing coffee in Isiolo County are invited to attend a county extension baraza focused on farm mechanization options.,Wakulima wanaolima kahawa katika Kaunti ya Isiolo wanaalikwa kuhudhuria baraza la ugani la kaunti linalolenga chaguzi za matumizi ya mashine za kilimo.,
PSA004533,Agriculture,Farmers growing beans in Kericho County are invited to attend a mobile SMS advisory service focused on agroforestry and soil conservation.,Wakulima wanaolima maharagwe katika Kaunti ya Kericho wanaalikwa kuhudhuria huduma ya ushauri wa SMS kwa njia ya simu inayolenga kilimo mseto na uhifadhi wa udongo.,
PSA004534,Agriculture,Sessions on value addition and processing techniques through a radio farmer program are scheduled in Nyamira County for farmers keeping dairy cows.,Vikao kuhusu mbinu za kuongeza thamani na usindikaji kupitia kipindi cha redio cha mkulima vimepangwa katika Kaunti ya Nyamira kwa ajili ya wafugaji wanaofuga ng'ombe wa maziwa.,
PSA004535,Agriculture,A new a farmer field school in Wajir County is teaching smallholder farmers about correct fertilizer application rates for macadamia production.,Shule mpya ya shambani ya wakulima katika Kaunti ya Wajir inawafundisha wakulima wadogo kuhusu viwango sahihi vya matumizi ya mbolea kwa ajili ya uzalishaji wa makadamia.,
PSA004536,Agriculture,"Farmers are encouraged to register for a county extension baraza in Mandera County, which will cover greenhouse and tunnel farming for both sweet potatoes and beef cattle enterprises.","Wakulima wanahimizwa kujiandikisha kwa baraza la upanuzi la kaunti katika Kaunti ya Mandera, ambalo litashughulikia kilimo cha chafu na handaki kwa biashara za viazi vitamu na ng'ombe wa nyama.",
PSA004537,Agriculture,A new a farmer field school in Garissa County is teaching smallholder farmers about kitchen gardening for household nutrition for tea production.,Shule mpya ya shamba ya wakulima katika Kaunti ya Garissa inawafundisha wakulima wadogo kuhusu bustani ya jikoni kwa ajili ya lishe ya kaya kwa ajili ya uzalishaji wa chai.,
PSA004538,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is holding a county extension baraza in Kericho County to train farmers on farm mechanization options.","Wizara ya Kilimo, Mifugo na Uvuvi inaandaa baraza la upanuzi la kaunti katika Kaunti ya Kericho ili kuwafunza wakulima kuhusu chaguzi za matumizi ya mashine za kilimo.",
PSA004539,Agriculture,Egerton University Extension Outreach is holding a demonstration plot in Kakamega County to train farmers on group marketing and cooperative formation.,Upanuzi wa Chuo Kikuu cha Egerton unaandaa shamba la maonyesho katika Kaunti ya Kakamega ili kuwafunza wakulima kuhusu uuzaji wa vikundi na uundaji wa ushirika.,
