PSA_ID,Domain,English,Kiswahili,Dholuo,Final_Status
PSA002431,Education,Ensure all learners wear uniforms and carry IDs from January 6.,Hakikisha wanafunzi wote wanavaa sare na wana vitambulisho kuanzia Januari 6.,Ne ni jopuonjre duto orwako yunifom kendo oting'o kad mar ng'eyo ng'ato chakre Januar 6.,Keep
PSA002432,Education,Ensure clean water! Prevent cholera outbreaks in schools.,Hakikisha maji safi! Zuia milipuko ya kipindupindu shuleni.,Ne ni pi ler! Geng'o tuo mar kolera kik landre e skunde.,Keep
PSA002433,Education,Ensure compliance with 2008 school safety manual.,Hakikisha kufuata mwongozo wa usalama wa shule wa 2008.,Ne ni oluw weche ma ne ondik e buk miluongo ni 2008 School Safety Manual.,Keep
PSA002434,Education,Ensure compliance with safety manual.,Hakikisha kufuata mwongozo wa usalama.,Ne ni oluw weche manie buk moting'o chike mag rito ngima.,Keep
PSA002435,Education,Ensure compliance with school safety manual.,Hakikisha kufuata mwongozo wa usalama wa shule.,Ne ni oluw chike mag tayo nyithindo e weche mag thieth.,Keep
PSA002436,Education,Ensure disability ramps 2020.,Hakikisha njia za ulemavu 2020.,Bed gi kuonde ma joma ong'ol nyalo chopoe e higa mar 2020.,Keep
PSA002437,Education,Ensure equitable resource distribution 2020.,Hakikisha usambazaji sawa wa rasilimali 2020.,Neno ni ipogo mwandu e yo makare e higa 2020.,Keep
PSA002438,Education,Ensure inclusion! Provide digital access for all students.,Hakikisha ujumuishaji! Toa ufikiaji wa kidijitali kwa wanafunzi wote.,Ne ni orwakgi giduto! Miyo jopuonjre duto thuolo mar ng'eyo dhokgo e yo mayot.,Keep
PSA002439,Education,Ensure safe drinking! Provide clean water in schools.,Hakikisha unywaji salama! Toa maji safi shuleni.,Beduru motang' mondo kik umadh kong'o! Chiw pi maler e skunde.,Keep
PSA002440,Education,Ensure safety! Comply with fire standards in school dormitories.,Hakikisha usalama! Zingatia viwango vya moto katika mabweni ya shule.,Beduru motang'! Luw chike mag geng'o masira mar mach e ute ma nyithindo nindoe.,Keep
PSA002441,Education,Ensure safety! Protect refugee students in schools.,Hakikisha usalama! Linda wanafunzi wakimbizi shuleni.,Beduru motang'! Rituru nyithindo moringo thuchegi e skunde.,Keep
PSA002442,Education,"Ensure safety! Schools, address unrest causes promptly.","Hakikisha usalama! Shule, shughulikia sababu za machafuko haraka.","Beduru motang'! Skunde, onego okaw okang' mapiyo mar tieko gik makelo chwanyruok.",Keep
PSA002443,Education,"Ensure safety! Schools, prevent trafficking risks.","Hakikisha usalama! Shule, zuia hatari za usafirishaji haramu.","Beduru motang'! Skunde, geng'o gik manyalo kelo ohala.",Keep
PSA002444,Education,Ensure teacher-student ratio 2025.,Hakikisha uwiano wa mwalimu na mwanafunzi 2025.,Ne ni nyaka chop higa mar 2025 jopuonjre obed maromre gi jopuonjgi.,Keep
PSA002445,Education,"Ensure textbooks by January 6, 2025.","Hakikisha vitabu vya kiada ifikapo Januari 6, 2025.","Bed gadier ni buge modol biro yudore e dwe mar Januar 6, 2025.",Keep
PSA002446,Education,"Ensure uniforms and IDs from January 6, 2025.","Hakikisha sare na vitambulisho kuanzia Januari 6, 2025.","Bed gi lep tich kod IDs kochakore Januar 6, 2025.",Keep
PSA002447,Education,Ensure water access in schools 2020.,Hakikisha upatikanaji wa maji shuleni 2020.,Miyo jii thuolo mar yudo pi e skunde e higa mar 2020.,Keep
PSA002448,Education,"Every Form Two student must join a civic education club ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" Ministry order.","Kila mwanafunzi wa kidato cha pili lazima ajiunge na klabu ya elimu ya uraia â€šÂ¬Ã¢â‚¬Å"" agizo la Wizara.",Japuonjre ka japuonjre mar Form Two nyaka donj e klab moro mar somo mar oganda kaluwore gi chik ma ne ochiw gi Ministry.,Keep
PSA002449,Education,"Every school must form a democracy club by November 30 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" start today!","Kila shule lazima iunde klabu ya demokrasia ifikapo Novemba 30 â€šÂ¬Ã¢â‚¬Å"" anza leo!",Skul ka skul nyaka chak timo timbegi mar demokrasi kapok Novemba 30 ochopo. Chak kawuono!,Keep
PSA002450,Education,"Every school must hold mock elections Nov 28 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" winners get certificates from IEBC!","Kila shule lazima ifanye uchaguzi wa majaribio Novemba 28 â€œ Ã¢â€šÂ¬Ã¢â‚¬Å"" washindi watapata vyeti kutoka IEBC!",Skunde duto nyaka tim yiero mar nyasani Nov. 28. Joma olocho yudo satifiket mar IEBC!,Keep
PSA002451,Education,Feeling stressed? Call 1195 for free mental health support.,Unajisikia msongo wa mawazo? Piga simu 1195 kwa usaidizi wa afya ya akili bila malipo.,Be iwinjo ka chunyi chandore? Wuo gi 1195 mondo iyud kony maonge chudo kuom weche mag tuoche mag paro.,Keep
PSA002452,Education,Fight corruption! Teach students to report graft in education.,Pambana na ufisadi! Wafundishe wanafunzi kuripoti ufisadi katika elimu.,Lwenyuru gi mibadhi! Puonj nyithindo kaka ginyalo chiwo ripot e wi mibadhi e skul.,Keep
PSA002453,Education,"Form One reporting starts January 6 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" bring only admission letter and birth certificate.","Kuripoti kidato cha kwanza kunaanza Januari 6 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" leta barua ya udahili na cheti cha kuzaliwa pekee.",Form One biro chakore e Januar 6 biro mana gi barupe mag rwako ji e skul kod satifiket mar nyuol.,Keep
PSA002454,Education,Free bus + hostel + meals for all TVET students reporting January!,Basi + hosteli + milo ya bure kwa wanafunzi wote wa TVET wanaoripoti Januari!,Bas ma onge chudo + otel + chiemo ne jopuonjre duto mag TVET ma biro e dwe mar Januar!,Keep
PSA002455,Education,"Free bus fare for all TVET students reporting in January ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" present your admission letter.",Nauli ya basi bila malipo kwa wanafunzi wote wa TVET wanaoripoti Januari wasilisha barua yako ya kujiunga.,Ng'ato ang'ata ma dhi e TVET dwe mar Januar nyaka nyis barupe mar kwayo.,Keep
PSA002456,Education,"Free bus passes + laptops for all TVET reporters in January ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" collect from institute!",Pasi za basi bila malipo + kompyuta mpakato kwa waandishi wote wa TVET mwezi Januari kusanya kutoka chuo!,Buge mag wuoth ma onge chudo + kompyuta mag lwedo ne jofwambo duto mag TVET e dwe mar Januar e riwruok!,Keep
PSA002457,Education,"Free bus passes for all TVET students reporting in January ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" collect from principal.",Pasi za basi bila malipo kwa wanafunzi wote wa TVET wanaoripoti Januari kusanya kutoka kwa mkuu wa shule.,"Buge mag wuoth ma onge chudo ne jopuonjre duto mag TVET ma biro e dwe mar Januar, ichoko kuom japuonj maduong'.",Keep
PSA002458,Education,"Free counseling for exam stress ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" call or visit school counselor!",Ushauri nasaha bila malipo kwa msongo wa mawazo wa mtihani piga simu au tembelea mshauri wa shule!,Kony ma onge chudo kuom parruok mag penj luong kata dhi ir jakony mar skul!,Keep
PSA002459,Education,"Free sanitary towels + underwear for 2 million girls ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" collect from class teacher!","Taulo za usafi za bure + nguo za ndani kwa wasichana milioni 2 âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" kusanya kutoka kwa mwalimu wa darasa!",Sanduge mag lwoko del ma onge chudo kaachiel gi lewni ma iye ne nyithindo ma nyiri ma kwan-gi romo milion 2 ma ne ochoki kuom japuonjgi!,Keep
PSA002460,Education,"Free sanitary towels delivered to all public schools ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" principals must distribute today.","Taulo za usafi za bure zinazowasilishwa kwa shule zote za umma ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" wakuu wa shule lazima wazisambaze leo.",Sanduge mag lwoko del ma onge chudo ma itero ne jotend skunde duto mag sirkal nyaka pog kawuono.,Keep
PSA002461,Education,Fund schools! Ensure timely capitation for stability.,Fadhili shule! Hakikisha ufadhili wa wakati kwa utulivu.,Konyuru Skunde mag Pinyruoth! Neuru ni oketgi e tich e kinde mowinjore mondo gibed gi winjruok maber.,Keep
PSA002462,Education,"GBV desks active in every public school ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" report anonymously today!","Madawati ya GBV yanafanya kazi katika kila shule ya umma ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" ripoti bila kujulikana leo!","Buge mawuoyo kuom timbe gero mag nindruok e kind chwo gi mon, sani yudore e skunde duto mag sirkal!",Keep
PSA002463,Education,"GBV survivors get free counseling + legal aid ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" call now!",,Joma otony e tim mar GBV yudo kony ma onge chudo + kony mar chik luong sani!,Keep
PSA002464,Education,"Gender-based violence reporting desks established in 1,000 schools.",Waathiriwa wa GBV wanapata ushauri nasaha bila malipo + msaada wa kisheria piga sasa!,"Sanduge mag chiwo ripot mag timbe gero mag nindruok ne ochak e skunde 1,000.",Keep
PSA002465,Education,Grade 7 & Form 1 reporting: Bring ONLY birth certificate + admission letter. No shopping lists allowed!,Ripoti ya Darasa la 7 na Kidato cha 1: Lete cheti cha kuzaliwa PEKEE + barua ya udahili. Hakuna orodha ya ununuzi inayoruhusiwa!,Klas mar 7 kod fom mar 1 mar ripot: Kelnwa mana barupe manyiso ni onyuolwa e pinyno kod barua manyiso ni wasechako somo e yunivasiti. Ok oyienwa ting'o list mag gik ma wadwaro nyiewo!,Keep
PSA002466,Education,"Grade 7 reporting January 13: Bring only birth certificate ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" no shopping list allowed.","Kuripoti Darasa la 7 Januari 13: Leta cheti cha kuzaliwa pekee ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" hakuna orodha ya ununuzi inayoruhusiwa.",Klas mar 7 biro chopo Januar 13: Inyalo mana kelo barupe manyiso ni onyuoli to ok iyie gi chenro mar nyiewo gik moko.,Keep
PSA002467,Education,Half-time used for civic talks,Nusu ya muda inayotumika kwa mazungumzo ya kiraia,Thuolo ma ne itiyo godo e goyo mbaka mag ji duto,Keep
PSA002468,Education,"IEBC to visit 2,000 schools next week ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" ensure all Form 4 have voter cards.","IEBC itatembelea shule 2,000 wiki ijayo ili kuhakikisha wanafunzi wote wa kidato cha 4 wana kadi za wapiga kura.","IEBC biro limo skunde 2,000 juma mabiro mondo one ni Form 4 duto nigi kad mag yiero.",Keep
PSA002469,Education,"Implement policies! Schools, prevent gender-based violence.","Tekeleza sera! Shule, zuia ukatili wa kijinsia.","Tiuru gi yore mag konyruok! Skunde, geng'o timbe gero mag nindruok.",Keep
PSA002470,Education,Include everyone! Ensure schools accommodate students with disabilities.,Jumuisha kila mtu! Hakikisha shule zinawapa nafasi wanafunzi wenye ulemavu.,Ji duto mondo oriwre! Neno ni skunde rwako jopuonjre ma nigi midekre.,Keep
PSA002471,Education,"Inclusive education now law ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" every public school must admit disabled learners!","Elimu jumuishi sasa sheria ""kila shule ya umma lazima iwapokee wanafunzi wenye ulemavu!"" Sera ya elimu jumuishi ilizinduliwa ""kila shule lazima iwaandikishe wanafunzi wenye ulemavu!""","Somo mar ji duto koro en chik, skunde duto mag sirkal nyaka yien jopuonjre ma nigi midekre mondo odonj e skundego!",Keep
PSA002472,Education,"Inclusive education policy launched ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" every school must admit disabled learners!","Sera ya elimu jumuishi yazinduliwa ""kila shule lazima iwaandikishe wanafunzi wenye ulemavu!""",Chenro mar somo ma oriwo ji duto osechako skul ka skul nyaka yie rwako jopuonjre ma nigi midekre!,Keep
PSA002473,Education,"Inclusive sports day mandatory in all schools Dec 10 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" every child must participate!","Siku ya michezo jumuishi lazima katika shule zote Desemba 10 ""kila mtoto lazima ashiriki!""",Odiechieng' mar tuke moriwo ji duto en gima ochuno e skunde duto Desemba 10 nyathi ka nyathi nyaka riwre!,Keep
PSA002474,Education,Inspect dorms! Ensure fire safety compliance in schools.,Kagua mabweni! Hakikisha unazingatia usalama wa moto shuleni.,Nonuru kuonde ma ji nindoe! Neno ni nitie ritruok e yore mag geng'o mach e skunde.,Keep
PSA002475,Education,Inspect school buses 2020.,Kagua mabasi ya shule 2020.,Nonuru mtokni mag skul 2020.,Keep
PSA002476,Education,Keep learning! Enroll in nomadic schools for pastoralists.,Endelea kujifunza! Jiandikishe katika shule za kuhamahama kwa wafugaji.,Dhi nyime puonjori! Dhi e skunde mag jokwath ma jowuoth.,Keep
PSA002477,Education,Keep learning! Enroll in schools despite drought challenges.,Endelea kujifunza! Jiandikishe katika shule licha ya changamoto za ukame.,Dhi nyime puonjori! Dhiuru e skunde kata obedo ni nitie pek moko.,Keep
PSA002478,Education,"Keep schools open! Parents, pay fees promptly.","Weka shule wazi! Wazazi, lipa ada haraka.","Weuru mondo skul osiki ka oyawore! Un jonyuol, chuluru nyithindo kaka dwarore.",Keep
PSA002479,Education,KICD urges schools to embrace e-learning platforms to ensure continuity of learning during unforeseen emergencies.,KICD inahimiza shule kukumbatia mifumo ya kujifunza mtandaoni ili kuhakikisha mwendelezo wa kujifunza wakati wa dharura zisizotarajiwa.,KICD jiwo skunde mondo oti gi yore mag e-puonjruok mondo omi gibed gi thuolo mar dhi nyime gi puonjruok e kinde mag chandruok.,Keep
PSA002480,Education,"KNEC releases KCSE 2025 chief examiner reports early ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" download before exams!","KNEC yatoa ripoti za mtahini mkuu wa KCSE 2025 mapema ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" pakua kabla ya mitihani!",KNEC golo ripode mag KCSE 2025 mar jatend penj ma ibiro gol chon kapok penj ochakore!,Keep
PSA002481,Education,"Ksh 2,000 HELB upkeep loan disbursed to all university students ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" check portal.","Mkopo wa matunzo wa Ksh 2,000 wa HELB umetolewa kwa wanafunzi wote wa chuo kikuu ""lango la shule"".","Ksh 2,000 HELB ma en pesa ma ng'ato nyalo konyorego e rito ngimane, ne ochiw ne jopuonjre duto mag yunivasiti.",Keep
PSA002482,Education,"Ksh 22,244 capitation per day-scholar released ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" principals must NOT ask for extra money!","Ksh 22,244 mwanafunzi kwa siku - msomi ametolewa ""Wakuu wa shule hawapaswi kuomba pesa za ziada!""","Ksh 22,244 ma en pesa michulo ng'ato ka ng'ato e odiechieng'no-jopuonjre ma ogony ok onego okwa pesa momedore!",Keep
PSA002483,Education,Monitor air quality in schools 2024.,Fuatilia ubora wa hewa shuleni 2024.,Non chal mar muya e skunde 2024.,Keep
PSA002484,Education,Monitor cyberbullying 2023.,Fuatilia unyanyasaji mtandaoni 2023.,Non kaka ji tiyo gi intanet e higa mar 2023.,Keep
PSA002485,Education,Monitor dropout rates quarterly 2020.,Fuatilia viwango vya kuacha shule kila robo mwaka 2020.,Luwo kwan mar joma weyo skul e higa mar 2020.,Keep
PSA002486,Education,Monitor exam integrity 2023.,Fuatilia uadilifu wa mtihani 2023.,Non kaka penj biro dhi maber e higa 2023.,Keep
PSA002487,Education,Monitor learning outcomes 2025.,Fuatilia matokeo ya kujifunza 2025.,Luwo gik ma ji puonjore e higa 2025.,Keep
PSA002488,Education,Monitor nutrition in school feeding programs 2020.,Fuatilia lishe katika programu za kulisha shuleni 2020.,Luwo wach chiemo e chenro mag pidho nyithindo e skul e higa mar 2020.,Keep
PSA002489,Education,Monitor nutrition programs 2024.,Fuatilia programu za lishe 2024.,Non program mag chiemo e higa 2024.,Keep
PSA002490,Education,Monitor student attendance post-COVID 2021.,Fuatilia mahudhurio ya wanafunzi baada ya COVID 2021.,Luwre kod kwan mar jopuonjre bang' COVID 2021.,Keep
PSA002491,Education,Monitor teacher absenteeism 2023.,Fuatilia utoro wa walimu 2023.,Luwo kwan mar jopuonj ma ok yudre e skul 2023.,Keep
PSA002492,Education,Motivate teachers! Offer bonuses for rural school postings.,Wahamasishe walimu! Toa bonasi kwa nafasi za shule za vijijini.,Jiw jopuonj! Chiw mich mag pesa ne joma dhi e skunde man kuonde maboyo.,Keep
PSA002493,Education,Multi-agency team monitors school safety during KCSE exams.,Timu ya mashirika mengi hufuatilia usalama wa shule wakati wa mitihani ya KCSE.,Grube ma nigi tije mopogore opogore nono chal mar kuonde somo e kinde penj mag KCSE.,Keep
PSA002494,Education,No arson in schools! Keep flammables away from dorms.,Hakuna uchomaji moto shuleni! Weka vifaa vya kuwaka moto mbali na mabweni.,Onge wang'o ji e skul! Rit gik manyalo wang' gi mach kik donj e udi.,Keep
PSA002495,Education,"No fees for public primary ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" report any demand to immediately!",Hakuna ada kwa ajili ya shule za msingi za umma toa taarifa kuhusu ombi lolote kwa mara moja!,"Onge chudo moro amora ne sirkal mar Primary. Ka ng'ato dwaro kony, goch ne mapiyo!",Keep
PSA002496,Education,"No learner to miss school due to fees ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" call if blocked at the gate.",Mwanafunzi asikose shule kutokana na ada piga ikiwa amezuiwa langoni.,Onge japuonjre ma biro deko e skul nikech chudo mag somo luong kapo ni ogeng'gi e rangach.,Keep
PSA002497,Education,"No learner to walk more than 5km to school ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" free buses deployed in rural areas!","Hakuna mwanafunzi anayeruhusiwa kutembea zaidi ya kilomita 5 kwenda shuleni, mabasi ya bure yanapelekwa vijijini!",Onge japuonjre mabiro wuotho mokalo kilomita abich mondo odhi e skul gi bas ma onge chudo moketi e gwenge maboyo!,Keep
